model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_d,param_p,param_q,param_trend,info_mae,info_rmse,info_r2
sarimax,no_wsi_wind,302,2024-11-01 08:00:00,22469.75,20415.36690007002,-2054.383099929979,2054.383099929979,4220489.92127791,9.142883654375614,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,303,2024-11-01 09:00:00,21994.75,20936.23205481981,-1058.5179451801887,1058.5179451801887,1120460.2402684889,4.812593665214233,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,304,2024-11-01 10:00:00,21446.75,20335.39457367829,-1111.3554263217084,1111.3554263217084,1235110.883614706,5.181929319459546,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,305,2024-11-01 11:00:00,21016.75,20038.40673047453,-978.3432695254704,978.3432695254704,957155.5530257876,4.6550645058108655,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,306,2024-11-01 12:00:00,20741.75,19663.157150442927,-1078.5928495570734,1078.5928495570734,1163362.5351156474,5.200105340950274,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,307,2024-11-01 13:00:00,20317.0,19274.274352161672,-1042.725647838328,1042.725647838328,1087276.7766598605,5.132281576206204,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,308,2024-11-01 14:00:00,19965.0,18146.753243175117,-1818.2467568248867,1818.2467568248867,3306021.268704219,9.107171333954298,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,309,2024-11-01 15:00:00,19071.75,17423.856354490646,-1647.8936455093535,1647.8936455093535,2715553.466910107,8.640495211548439,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,310,2024-11-01 16:00:00,18704.0,17110.805099147103,-1593.1949008528973,1593.1949008528973,2538269.992103673,8.517936809516923,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,311,2024-11-01 17:00:00,18518.75,16859.103879535545,-1659.6461204644547,1659.6461204644547,2754425.2451727157,8.961977025790393,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,312,2024-11-01 18:00:00,19568.75,17780.582604330175,-1788.167395669825,1788.167395669825,3197542.6349366046,9.137872350911076,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,313,2024-11-01 19:00:00,19716.0,19282.21249713716,-433.7875028628405,433.7875028628405,188171.59763997883,2.2001800713259305,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
